,budget,cast,keywords,production_method,franchise,creative_type,genre,production_companies
Snow White and the Seven Dwarfs(1937),1488000.0,18.940153344263656,19.271790944128245,18.040230760230077,18.1041296577019,18.77027429612816,18.669715806276724,19.758072303309614
La chambre bleue(2014),1400000.0,15.243659843632747,18.15879361158741,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,14.38567883565282
Incident at Loch Ness(2004),1400000.0,19.49489051429329,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Kurmanjan datka(2014),1400000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
One Shot(2015),1400000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.669715806276724,15.7295503586238
House at the End of the Drive(2014),1400000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
"Lock, Stock and Two Smoking Barrels(1999)",1350000.0,18.981989390328078,18.502290148598657,18.275310324703984,18.1041296577019,18.01463592913939,17.243450079381812,15.7295503586238
Festen(1998),1300000.0,15.699840097574587,17.77577296797954,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Trees Lounge(1996),1300000.0,14.985778414087932,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,13.909820721776233
The Girlfriend Experience(2009),1300000.0,18.43168225711853,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Above and Beyond(2015),1300000.0,13.233136210881376,17.517269439107913,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,12.478013633714642
Def-Con 4(1985),1300000.0,18.18663778198232,19.176706732736296,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,15.7295503586238
Los insolitos peces gato(2014),1300000.0,10.36622550302435,18.075237626588354,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,9.625101531536881
Forget Me Not(2011),1300000.0,9.412620515383532,18.564549283737477,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It(2010),1300000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,0.0
The Algerian(2015),1300000.0,3.2996302850752763,18.68779955619636,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Rebecca(1940),1288000.0,16.090640522195766,18.449076152548393,18.275310324703984,18.1041296577019,18.36012208329262,17.687104458583065,15.7295503586238
Friday the 13th Part 2(1981),1250000.0,16.89672852006089,17.5518320376941,18.275310324703984,17.27112187205145,18.36012208329262,17.834108927330956,15.7295503586238
The Lost Weekend(1945),1250000.0,17.278178063805022,18.093031159289822,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Filly Brown(2013),1250000.0,14.942903790852549,17.81194770024849,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.45071835564169
Niagara(1953),1250000.0,14.636491550034007,18.201729136313542,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
How Green Was My Valley(1941),1250000.0,15.400256062807982,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Da Sweet Blood of Jesus(2015),1250000.0,8.615147788117586,17.18328812640117,18.275310324703984,18.1041296577019,18.77027429612816,18.157693837343455,16.425509880955794
Saw(2004),1200000.0,18.907272532726928,18.0180809543766,18.275310324703984,18.61198389366972,18.01463592913939,17.834108927330956,15.7295503586238
"Sex, Lies, and Videotape(1989)",1200000.0,18.43168225711853,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Super Troopers(2002),1200000.0,17.48361144274207,18.147308896086656,18.275310324703984,16.857698806052984,18.01463592913939,17.90034899737404,16.28980491925592
Monsoon Wedding(2002),1200000.0,17.330510727989058,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
You Can Count on Me(2000),1200000.0,18.190034713761147,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Strangers on a Train(1951),1200000.0,16.090640522195766,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
The Trouble with Harry(1955),1200000.0,16.090640522195766,17.808199658742765,18.275310324703984,18.1041296577019,18.36012208329262,18.139730905563592,15.7295503586238
"Il buono, il brutto, il cattivo(1967)",1200000.0,16.70938667661003,15.528489329667067,18.275310324703984,15.315997509631378,18.16216731290656,17.75837214108549,15.7295503586238
Home Run(2013),1200000.0,15.42123475199954,17.837145196326446,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,14.771006653223553
Reservoir Dogs(1992),1200000.0,18.536055523061066,18.567240543845898,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
The Wrong Man(1956),1200000.0,16.090640522195766,18.093031159289822,18.275310324703984,18.1041296577019,18.36012208329262,18.139730905563592,15.7295503586238
The Blue Bird(1976),1200000.0,18.822878477204465,17.808199658742765,18.49769525485193,18.1041296577019,18.77027429612816,17.93926617777437,15.7295503586238
Blue Like Jazz(2012),1200000.0,14.084575875127399,17.563475990628685,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,13.201038605048558
Que Horas Ela Volta?(2015),1200000.0,14.819057012240107,16.671745502003592,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,14.68660703231177
"Pink Ribbons, Inc.(2012)",1200000.0,10.09369836172396,17.941546186041403,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,10.09369836172396
Certifiably Jonathan(2011),1200000.0,8.870037170206109,18.32671696958161,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,8.870037170206109
Blood Feast(2017),1200000.0,8.707978826622321,18.40509065820512,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,8.707978826622321
La navaja de Don Juan(2015),1200000.0,8.607268966415731,17.045527877185954,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,8.26056336268962
The Charge of the Light Brigade(1936),1200000.0,15.921315349773758,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,18.97985589795907,15.7295503586238
Crowsnest(2012),1200000.0,0.0,17.978010145556663,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Airborne(2012),1200000.0,2.6986101638855606,18.685455548140382,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
Cotton Comes to Harlem(2014),1200000.0,18.26434466247751,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Bleeding Hearts(2015),1200000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
The Wicked Within(2013),1200000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
God’s Not Dead(2014),1150000.0,17.402947164456698,18.123018224361214,18.275310324703984,17.543406561763344,18.01463592913939,17.687104458583065,16.924816060626476
Dead Man's Shoes(2006),1125000.0,12.005613594336461,18.32344463771405,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Serbuan maut(2012),1100000.0,16.069610001481287,18.885503824681596,18.275310324703984,15.949936040550666,18.01463592913939,18.97985589795907,15.5098479348106
Down by Law(1986),1100000.0,16.557390325983302,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
The Offspring(1987),1100000.0,14.024539768958656,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Beyond the Black Rainbow(2012),1100000.0,10.84654590454521,18.136061540775525,18.275310324703984,18.1041296577019,18.77027429612816,17.687104458583065,10.84654590454521
The Sleepwalker(2014),1100000.0,9.91401333128487,18.790216176684634,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,7.78212492771087
Departure(2017),1100000.0,17.38155293471539,19.311666554936973,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.323705653051
Silent Running(2015),1100000.0,18.612834909616765,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,15.7295503586238
The Vatican Exorcisms(2013),1100000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
Casablanca(1943),1039000.0,16.053329662179017,18.217045538306714,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,16.067997919112933
Rocky(1976),1000000.0,18.828731585850214,18.487273971489543,18.275310324703984,19.002710068024502,18.01463592913939,17.687104458583065,15.7295503586238
The Devil Inside(2012),1000000.0,18.41672657923444,18.411854089034474,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,18.15882596730608
Unfriended(2015),1000000.0,17.943388655803098,18.044684982457124,18.275310324703984,17.861253655712034,18.77027429612816,17.834108927330956,18.160922503474808
Taxi Driver(1976),1000000.0,18.359793242383674,18.464645927622776,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
An Inconvenient Truth(2006),1000000.0,17.778265993038257,18.55015917741461,18.275310324703984,17.113688140905808,16.594051807777994,16.220524442519995,18.111937395367818
The Fog(1980),1000000.0,16.860086559081065,18.42978983826396,18.275310324703984,18.1041296577019,18.36012208329262,17.834108927330956,15.7295503586238
You're Next(2013),1000000.0,17.17619374333894,18.321485153734283,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,16.904728497652588
Chernobyl Diaries(2012),1000000.0,18.19798128434509,17.86036646713301,18.275310324703984,18.1041296577019,18.873247430393473,17.834108927330956,17.94546201427457
The Howling(1981),1000000.0,17.54970652555592,17.808199658742765,18.275310324703984,16.609738516469616,18.77027429612816,17.834108927330956,15.7295503586238
Dr. No(1963),1000000.0,18.019709605929243,19.00030404686582,18.275310324703984,19.457379386259362,18.36012208329262,18.97985589795907,18.27621582428319
Hellraiser(1987),1000000.0,18.18663778198232,18.491772451906524,18.275310324703984,16.399518340189807,18.77027429612816,17.834108927330956,15.7295503586238
Godzilla 2000(2000),1000000.0,16.026517608058906,17.808199658742765,19.141718895390603,19.02950744873345,18.873247430393473,18.97985589795907,15.7295503586238
Blue Valentine(2010),1000000.0,17.029533515435713,18.813813406051267,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,16.837179600700814
The Green Inferno(2015),1000000.0,16.75034439286968,18.559020310261307,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,16.30137977071136
The Sessions(2012),1000000.0,16.490083777883832,18.198760907850797,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,16.162130378756153
Shine a Light(2008),1000000.0,18.359793242383674,18.489942058078395,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
October Baby(2012),1000000.0,16.47581998805702,18.292695598997888,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.903759482900233
The Skeleton Twins(2014),1000000.0,16.95961264170024,18.369588497811893,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.838259200383234
20 Feet From Stardom(2013),1000000.0,15.63765824890166,18.162163218586855,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.493875150603822
"Food, Inc.(2009)",1000000.0,15.132861681351892,17.69444432944902,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,18.25079667367735
An Inconvenient Sequel(2017),1000000.0,15.12211168253545,18.706440227780252,18.275310324703984,17.113688140905808,16.594051807777994,16.220524442519995,15.7295503586238
Next Stop Wonderland(1998),1000000.0,17.199276503652438,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
Obvious Child(2014),1000000.0,15.225711393776658,17.84138288245361,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.350365027350614
Martha Marcy May Marlene(2011),1000000.0,15.753891002427471,18.311637136644347,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,16.354640226843888
Sidewalks of New York(2001),1000000.0,17.336730417410955,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Two Girls and a Guy(1998),1000000.0,15.512755254947578,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.139943003628996
Who Killed the Electric Car?(2006),1000000.0,18.184142077146596,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Bubba Ho-Tep(2003),1000000.0,19.410727616552244,17.62175788132113,18.275310324703984,18.1041296577019,18.77027429612816,17.90034899737404,15.7295503586238
Patti Cake$(2017),1000000.0,15.076118382424951,17.352624612788055,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,16.544578473777023
Panic(2000),1000000.0,19.410727616552244,18.561857024851875,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Palo Alto(2014),1000000.0,15.20754847059778,18.505249944362678,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.015695128950338
Orgazmo(1998),1000000.0,17.324778046507994,16.934062208781132,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
The Future(2011),1000000.0,15.05840128511915,18.704864082919705,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,14.887610623573925
All the Real Girls(2003),1000000.0,16.597843325287084,17.808199658742765,18.275310324703984,18.1041296577019,18.36012208329262,17.687104458583065,15.7295503586238
23 Blast(2014),1000000.0,18.491397682211186,18.000040220576462,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Act of Killing(2013),1000000.0,13.996429790786188,18.532902853345508,18.275310324703984,13.029630074598762,16.594051807777994,16.220524442519995,13.301127158129448
I Origins(2014),1000000.0,15.883530383444581,18.687941565827906,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,14.405859271920473
Antarctica: A Year on Ice(2014),1000000.0,19.24828166011588,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Taxi to the Dark Side(2008),1000000.0,12.531027840881906,18.797837712729777,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
The Invitation(2016),1000000.0,15.649494925827502,17.953500582547004,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,13.332626514509654
Once in a Lifetime: the Extraordinary Story of the New York Cosmos(2006),1000000.0,18.17023624425127,17.47650290921679,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Lisa Picard is Famous(2001),1000000.0,17.65664140288949,17.808199658742765,18.275310324703984,18.1041296577019,18.36012208329262,17.90034899737404,15.7295503586238
Beyond the Brick: A LEGO Brickumentary(2015),1000000.0,13.514442625177637,13.7120004530506,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,11.900826948177041
Hardflip(2012),1000000.0,11.384421414059734,17.30898136430566,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,11.384421414059732
Creative Control(2016),1000000.0,11.326214429748953,18.35703006442709,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,12.507878981726407
The Perfect Host(2011),1000000.0,13.927268610216126,18.63045475492705,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,10.755736124913373
Safe Men(1998),1000000.0,18.586028163300405,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Hits(2015),1000000.0,12.637296255004571,16.636445878756277,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,9.530914168217233
16 to Life(2010),1000000.0,9.261301338421646,18.642905892985993,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,9.261301338421646
Camp X-Ray(2014),1000000.0,15.501845149568618,17.50559893113724,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,14.2424048795158
The Sisterhood of Night(2015),1000000.0,10.964797597613941,17.395029801412903,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,12.673686752528425
The Helix…Loaded(2005),1000000.0,8.121075171941204,18.301832913974504,18.275310324703984,18.1041296577019,18.873247430393473,17.90034899737404,15.7295503586238
Childless(2015),1000000.0,6.848873455791364,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Heli(2013),1000000.0,13.12710683666477,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Karachi se Lahore(2015),1000000.0,9.687257547490987,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Loving Annabelle(2006),1000000.0,8.495709515585753,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
American Hero(2015),1000000.0,10.557161207390697,18.273418156916783,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,17.920731544155906
The Poker House(2009),1000000.0,18.009733720361357,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Steppin: The Movie(2008),1000000.0,16.986685886759062,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Snow White: A Deadly Summer(2012),1000000.0,0.0,17.948348986508528,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Black Rock(2013),1000000.0,11.2552931663558,17.82962407050365,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,0.0
Hidden Away(2014),1000000.0,18.221117863931422,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
My Last Day Without You(2013),1000000.0,0.0,18.435968916118156,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,0.0
Zombie Hunter(2013),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,18.97985589795907,15.7295503586238
Doc Holliday's Revenge(2014),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.75837214108549,15.7295503586238
A Fine Step(2014),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Fear Clinic(2015),1000000.0,15.011895518707904,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,17.834108927330956,15.7295503586238
The Pet(2015),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Bang Bang Baby(2014),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,18.669715806276724,15.7295503586238
1982(2016),1000000.0,17.172543196684032,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
The Horror Network(2015),1000000.0,0.0,12.267591878973576,18.275310324703984,18.1041296577019,17.79500014837956,17.834108927330956,15.7295503586238
Chemical Cut(2016),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Por amor en el caserio(2015),1000000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Banshee Chapter(2014),950000.0,12.352883342605214,18.623728769971535,18.275310324703984,18.1041296577019,17.97936544889208,18.139730905563592,14.365966755048127
Trance(2010),950000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
Jesse(2014),950000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Ask Me Anything(2015),950000.0,17.78178032229697,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
L!fe Happens(2012),930000.0,13.68677624591152,17.84809087377708,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,10.24339867460176
Food Chains(2014),913000.0,1.8525820254422476,18.331423280359513,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,0.0
On the Waterfront(1954),910000.0,15.918857742544901,17.92433267532996,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Fruitvale Station(2013),900000.0,18.154440221668366,18.070404753135143,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,16.649857100045143
Meet the Blacks(2016),900000.0,16.70866254542279,18.097092368387045,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,16.310378802670954
Circumstance(2011),900000.0,14.018311585521948,18.133067227984185,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.895125887828327
The Giant Mechanical Man(2012),900000.0,11.222373403695094,18.388641640522078,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,10.179396420750539
The Brass Teapot(2013),900000.0,14.678839433644992,17.68626060404282,18.275310324703984,18.1041296577019,18.77027429612816,17.243450079381812,14.903736432168506
40 Weeks(2014),900000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Le bonheur d'Elza(2015),900000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
"For a Good Time, Call(2012)",850000.0,16.148986580767925,17.558736906657664,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,14.046686562575708
Windsor Drive(2015),850000.0,9.1844189538093,18.21533557900929,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,11.923917267674025
Snitch(2012),850000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Harrison Montgomery(2008),850000.0,0.0,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.687104458583065,15.7295503586238
Celeste and Jesse Forever(2012),840000.0,17.954436234494136,17.786972954894605,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.30292384448577
Jodaeiye Nader az Simin(2011),800000.0,16.915855480775527,18.401034465921516,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,16.915855480775534
Welcome to the Dollhouse(1996),800000.0,15.451381643988265,18.243719785855735,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Raising Victor Vargas(2003),800000.0,16.335255557860844,18.243719785855735,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Ruby in Paradise(1993),800000.0,14.948724713347694,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Død snø(2009),800000.0,18.45413273505115,17.808199658742765,18.275310324703984,14.50593635710439,18.873247430393473,17.243450079381812,15.7295503586238
Not Cool(2014),800000.0,12.222870180092913,18.759785010916858,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,10.387290419214263
Kill List(2012),800000.0,13.500943230926634,18.28042725361237,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.517331625338244
Vessel(2015),800000.0,2.674435325041015,15.621257889225992,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,2.4788605007459266
Saints and Soldiers(2004),780000.0,13.99058706904645,18.597798188420626,18.275310324703984,13.99058706904645,17.97936544889208,17.687104458583065,15.7295503586238
American Graffiti(1973),777000.0,20.104182454325592,18.8538272139858,18.275310324703984,18.661842808626396,18.01463592913939,17.687104458583065,15.7295503586238
Kevin Hart: Laugh at My Pain(2011),750000.0,18.901343305492496,18.05786742731683,18.275310324703984,18.1041296577019,16.594051807777994,17.41983105542349,16.140168566807922
Aqua Teen Hunger Force Colon Movie Film for Theaters(2007),750000.0,15.188684907751625,17.808199658742765,19.524538422716148,18.1041296577019,18.873247430393473,19.26045758445077,15.7295503586238
Safety Not Guaranteed(2012),750000.0,16.747291976046565,18.331653265503476,18.275310324703984,18.1041296577019,18.873247430393473,17.90034899737404,17.373316127618942
The Innkeepers(2012),750000.0,15.01453615656621,17.941104893990232,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,13.422619871997586
Il conformista(2014),750000.0,13.514145590430909,17.97270433584469,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,12.963437032688418
All the Boys Love Mandy Lane(2013),750000.0,15.310898636508664,18.015355870056997,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,14.393411193481194
Destiny(2014),750000.0,6.016378864610025,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Adulterers(2016),750000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
La mariée était en noir(1968),747000.0,14.576458136414487,18.42492028013453,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
High Noon(1952),730000.0,16.782165672085274,17.30159592555866,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Hoop Dreams(1994),700000.0,16.3140172756626,17.585973219521037,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Rize(2005),700000.0,16.80014323284233,18.21724038453066,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Half Nelson(2006),700000.0,15.51979768683255,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Walter(2015),700000.0,3.931530959304322,18.486611620245924,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,3.6208807044678175
House of Wax(1953),658000.0,18.862686888363854,19.766758740099014,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Escape from Tomorrow(2013),650000.0,13.753412452280338,18.480926960842574,18.275310324703984,18.1041296577019,18.77027429612816,17.687104458583065,11.959725018091644
After(2012),650000.0,4.413953325571185,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,0.0
The Hadza: Last of the First(2014),650000.0,13.459578263363312,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Starsuckers(2009),640000.0,9.507957023581916,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
Treachery(2013),625000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Blair Witch Project(1999),600000.0,19.0179825142366,18.22739844379017,18.275310324703984,18.493794903382476,18.01463592913939,17.834108927330956,15.7295503586238
Woodstock(1970),600000.0,17.261307839050545,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
The Kentucky Fried Movie(1977),600000.0,18.655196567803564,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Per qualche dollaro in più(1967),600000.0,15.396999193078344,17.808199658742765,18.275310324703984,15.315997509631378,18.16216731290656,17.75837214108549,15.7295503586238
Water & Power(2014),600000.0,13.763612792885446,18.354568836493833,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,13.697415321567007
Arnolds Park(2007),600000.0,14.314206492370925,18.796659305510133,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Drunk Wedding(2015),600000.0,8.00700372889313,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
They Will Have to Kill Us First(2016),600000.0,8.88487461395827,18.203681625748217,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,9.386853350033718
The Maid's Room(2014),600000.0,9.554621151644236,17.394782369524837,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,0.0
Light from the Darkroom(2014),600000.0,0.0,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Irreplaceable(2015),600000.0,0.0,17.808199658742765,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,15.7295503586238
